,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id
25762,"{'vergaderruimte': 0.02, 'markt': 0.11, 'uitreiking_huldiging': 0.12, 'bibliotheek_boekwinkel': 0.18, 'kantoor': 0.43}",kantoor,"['vergaderruimte', 'markt', 'uitreiking_huldiging', 'bibliotheek_boekwinkel', 'kantoor']",NL-HlmNHA_1478_15051K02_04,78124,48132,0,0,2022-07-26 18:36:31,13212,no_description_found,2022-07-27 22:40:25,1,no_description_found,Verkoop kinderpostzegels?,10357.0
25763,"{'vergaderruimte': 0.02, 'markt': 0.11, 'uitreiking_huldiging': 0.12, 'bibliotheek_boekwinkel': 0.18, 'kantoor': 0.43}",kantoor,"['vergaderruimte', 'markt', 'uitreiking_huldiging', 'bibliotheek_boekwinkel', 'kantoor']",NL-HlmNHA_1478_15051K02_04,78124,48132,0,0,2022-07-27 22:40:25,10357,no_description_found,2022-07-27 22:40:25,1,no_description_found,Verkoop kinderpostzegels?,10357.0
25904,"{'maquette': 0.03, 'winkel_binnen': 0.03, 'demonstratie': 0.1, 'bibliotheek_boekwinkel': 0.22, 'borden_gevelsteen': 0.51}",borden_gevelsteen,"['maquette', 'winkel_binnen', 'demonstratie', 'bibliotheek_boekwinkel', 'borden_gevelsteen']",NL-HlmNHA_1478_16139K00_06,78169,48177,0,0,2022-07-26 18:52:12,13212,no_description_found,2022-07-29 13:40:28,1,no_description_found,,
25905,"{'maquette': 0.03, 'winkel_binnen': 0.03, 'demonstratie': 0.1, 'bibliotheek_boekwinkel': 0.22, 'borden_gevelsteen': 0.51}",borden_gevelsteen,"['maquette', 'winkel_binnen', 'demonstratie', 'bibliotheek_boekwinkel', 'borden_gevelsteen']",NL-HlmNHA_1478_16139K00_06,78169,48177,0,0,2022-07-29 13:40:28,22162,no_description_found,2022-07-29 13:40:28,1,no_description_found,,
25986,"{'kunstwerk': 0.04, 'speech': 0.06, 'tentoonstelling': 0.17, 'uitreiking_huldiging': 0.17, 'kerstmis': 0.26}",kerstmis,"['kunstwerk', 'speech', 'tentoonstelling', 'uitreiking_huldiging', 'kerstmis']",NL-HlmNHA_1478_53626K00_17,78424,48432,0,0,2022-07-27 19:16:50,13212,tentoonstelling,2022-08-03 16:25:46,13945,no_description_found,,
25987,"{'kunstwerk': 0.04, 'speech': 0.06, 'tentoonstelling': 0.17, 'uitreiking_huldiging': 0.17, 'kerstmis': 0.26}",kerstmis,"['kunstwerk', 'speech', 'tentoonstelling', 'uitreiking_huldiging', 'kerstmis']",NL-HlmNHA_1478_53626K00_17,78424,48432,0,0,2022-07-28 08:17:50,21684,no_description_found,2022-08-03 16:25:46,13945,no_description_found,,
26234,"{'demonstratie': 0.0, 'kantoor': 0.01, 'plattegrond': 0.01, 'kunstwerk': 0.01, 'borden_gevelsteen': 0.97}",borden_gevelsteen,"['demonstratie', 'kantoor', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_02435K00_27,78482,48490,0,0,2022-07-28 18:08:13,13212,no_description_found,2022-07-29 13:54:27,1,no_description_found,,
26235,"{'demonstratie': 0.0, 'kantoor': 0.01, 'plattegrond': 0.01, 'kunstwerk': 0.01, 'borden_gevelsteen': 0.97}",borden_gevelsteen,"['demonstratie', 'kantoor', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_02435K00_27,78482,48490,0,0,2022-07-29 13:54:27,22143,no_description_found,2022-07-29 13:54:27,1,no_description_found,,
26304,"{'borden_gevelsteen': 0.01, 'straat': 0.01, 'standbeeld': 0.23, 'kunstwerk': 0.26, 'toren': 0.44}",toren,"['borden_gevelsteen', 'straat', 'standbeeld', 'kunstwerk', 'toren']",NL-HlmNHA_1478_03526A00_10,78514,48522,0,0,2022-07-28 18:22:02,13212,no_description_found,2022-07-28 19:51:12,1,no_description_found,,
26305,"{'borden_gevelsteen': 0.01, 'straat': 0.01, 'standbeeld': 0.23, 'kunstwerk': 0.26, 'toren': 0.44}",toren,"['borden_gevelsteen', 'straat', 'standbeeld', 'kunstwerk', 'toren']",NL-HlmNHA_1478_03526A00_10,78514,48522,0,0,2022-07-28 19:51:12,3474,no_description_found,2022-07-28 19:51:12,1,no_description_found,,
26368,"{'groepsportret': 0.06, 'portret': 0.07, 'kunstwerk': 0.13, 'toren': 0.26, 'bakkerij': 0.27}",bakkerij,"['groepsportret', 'portret', 'kunstwerk', 'toren', 'bakkerij']",NL-HlmNHA_1478_04608AC00_03,78542,48550,0,0,2022-07-28 18:32:51,13212,no_description_found,2022-07-29 14:06:42,1,no_description_found,,
26369,"{'groepsportret': 0.06, 'portret': 0.07, 'kunstwerk': 0.13, 'toren': 0.26, 'bakkerij': 0.27}",bakkerij,"['groepsportret', 'portret', 'kunstwerk', 'toren', 'bakkerij']",NL-HlmNHA_1478_04608AC00_03,78542,48550,0,0,2022-07-29 14:06:42,22143,no_description_found,2022-07-29 14:06:42,1,no_description_found,,
26966,"{'militair': 0.07, 'muziek_optreden': 0.07, 'sport_overig': 0.08, 'ongeluk_brancard': 0.08, 'uitreiking_huldiging': 0.16}",uitreiking_huldiging,"['militair', 'muziek_optreden', 'sport_overig', 'ongeluk_brancard', 'uitreiking_huldiging']",NL-HlmNHA_1478_27333K02_06,78769,48777,1,0,2022-07-30 11:41:11,21684,no_description_found,2022-08-03 16:28:45,1,no_description_found,,
26967,"{'militair': 0.07, 'muziek_optreden': 0.07, 'sport_overig': 0.08, 'ongeluk_brancard': 0.08, 'uitreiking_huldiging': 0.16}",uitreiking_huldiging,"['militair', 'muziek_optreden', 'sport_overig', 'ongeluk_brancard', 'uitreiking_huldiging']",NL-HlmNHA_1478_27333K02_06,78769,48777,1,0,2022-08-03 16:28:45,16679,no_description_found,2022-08-03 16:28:45,1,no_description_found,,
27034,"{'optocht': 0.06, 'groepsportret': 0.06, 'dieren_overig': 0.07, 'fabriek': 0.11, 'akker': 0.2}",akker,"['optocht', 'groepsportret', 'dieren_overig', 'fabriek', 'akker']",NL-HlmNHA_1478_31029K00_05,78799,48807,0,0,2022-07-30 12:46:46,21684,no_description_found,2022-07-30 16:30:55,1,no_description_found,,
27035,"{'optocht': 0.06, 'groepsportret': 0.06, 'dieren_overig': 0.07, 'fabriek': 0.11, 'akker': 0.2}",akker,"['optocht', 'groepsportret', 'dieren_overig', 'fabriek', 'akker']",NL-HlmNHA_1478_31029K00_05,78799,48807,0,0,2022-07-30 16:30:55,12889,no_description_found,2022-07-30 16:30:55,1,no_description_found,,
27094,"{'bos_park': 0.06, 'windmolen': 0.08, 'theater': 0.09, 'woonwijk': 0.16, 'groepsportret': 0.18}",groepsportret,"['bos_park', 'windmolen', 'theater', 'woonwijk', 'groepsportret']",NL-HlmNHA_1478_32415K00_30,78820,48828,0,0,2022-07-30 12:56:21,21684,no_description_found,2022-07-30 16:34:50,1,no_description_found,,
27095,"{'bos_park': 0.06, 'windmolen': 0.08, 'theater': 0.09, 'woonwijk': 0.16, 'groepsportret': 0.18}",groepsportret,"['bos_park', 'windmolen', 'theater', 'woonwijk', 'groepsportret']",NL-HlmNHA_1478_32415K00_30,78820,48828,0,0,2022-07-30 16:34:50,12889,no_description_found,2022-07-30 16:34:50,1,no_description_found,,
27136,"{'toren': 0.05, 'duinen': 0.05, 'kerk_buiten': 0.05, 'bos_park': 0.26, 'gebouw': 0.31}",gebouw,"['toren', 'duinen', 'kerk_buiten', 'bos_park', 'gebouw']",NL-HlmNHA_1478_32671K02_25,78839,48847,0,0,2022-07-31 11:27:07,21351,no_description_found,2022-08-02 11:07:15,1,no_description_found,,
27137,"{'toren': 0.05, 'duinen': 0.05, 'kerk_buiten': 0.05, 'bos_park': 0.26, 'gebouw': 0.31}",gebouw,"['toren', 'duinen', 'kerk_buiten', 'bos_park', 'gebouw']",NL-HlmNHA_1478_32671K02_25,78839,48847,0,0,2022-08-02 11:07:15,16604,no_description_found,2022-08-02 11:07:15,1,no_description_found,,
27188,"{'sport_overig': 0.03, 'gymnastiek': 0.03, 'portret': 0.04, 'kunstwerk': 0.37, 'tentoonstelling': 0.43}",tentoonstelling,"['sport_overig', 'gymnastiek', 'portret', 'kunstwerk', 'tentoonstelling']",NL-HlmNHA_1478_32926K00_09,78855,48863,0,0,2022-07-31 11:30:30,21351,no_description_found,2022-08-01 10:53:11,1,no_description_found,,
27189,"{'sport_overig': 0.03, 'gymnastiek': 0.03, 'portret': 0.04, 'kunstwerk': 0.37, 'tentoonstelling': 0.43}",tentoonstelling,"['sport_overig', 'gymnastiek', 'portret', 'kunstwerk', 'tentoonstelling']",NL-HlmNHA_1478_32926K00_09,78855,48863,0,0,2022-08-01 10:53:11,19334,no_description_found,2022-08-01 10:53:11,1,no_description_found,,
27254,"{'dansende_mensen': 0.07, 'ziekenhuis': 0.07, 'muziek_optreden': 0.1, 'uitreiking_huldiging': 0.11, 'groepsportret': 0.11}",groepsportret,"['dansende_mensen', 'ziekenhuis', 'muziek_optreden', 'uitreiking_huldiging', 'groepsportret']",NL-HlmNHA_1478_33490K00_27,78883,48891,0,0,2022-07-31 11:36:16,21351,no_description_found,2022-07-31 16:54:47,1,no_description_found,,
27255,"{'dansende_mensen': 0.07, 'ziekenhuis': 0.07, 'muziek_optreden': 0.1, 'uitreiking_huldiging': 0.11, 'groepsportret': 0.11}",groepsportret,"['dansende_mensen', 'ziekenhuis', 'muziek_optreden', 'uitreiking_huldiging', 'groepsportret']",NL-HlmNHA_1478_33490K00_27,78883,48891,0,0,2022-07-31 16:54:47,5933,no_description_found,2022-07-31 16:54:47,1,no_description_found,,
27260,"{'bibliotheek_boekwinkel': 0.1, 'bus_truck': 0.11, 'kantoor': 0.12, 'portret': 0.15, 'borden_gevelsteen': 0.17}",borden_gevelsteen,"['bibliotheek_boekwinkel', 'bus_truck', 'kantoor', 'portret', 'borden_gevelsteen']",NL-HlmNHA_1478_33589K00_01,78886,48894,0,0,2022-07-31 11:36:57,21351,no_description_found,2022-07-31 14:20:10,1,no_description_found,,
27261,"{'bibliotheek_boekwinkel': 0.1, 'bus_truck': 0.11, 'kantoor': 0.12, 'portret': 0.15, 'borden_gevelsteen': 0.17}",borden_gevelsteen,"['bibliotheek_boekwinkel', 'bus_truck', 'kantoor', 'portret', 'borden_gevelsteen']",NL-HlmNHA_1478_33589K00_01,78886,48894,0,0,2022-07-31 14:20:10,16679,no_description_found,2022-07-31 14:20:10,1,no_description_found,,
27390,"{'bouwplaats': 0.07, 'mensenmassa': 0.07, 'gebouw': 0.07, 'terras': 0.11, 'markt': 0.2}",markt,"['bouwplaats', 'mensenmassa', 'gebouw', 'terras', 'markt']",NL-HlmNHA_1478_34921K00_17,78943,48951,0,0,2022-07-31 11:48:13,21351,no_description_found,2022-07-31 17:29:48,1,no_description_found,,
27391,"{'bouwplaats': 0.07, 'mensenmassa': 0.07, 'gebouw': 0.07, 'terras': 0.11, 'markt': 0.2}",markt,"['bouwplaats', 'mensenmassa', 'gebouw', 'terras', 'markt']",NL-HlmNHA_1478_34921K00_17,78943,48951,0,0,2022-07-31 17:29:48,5933,no_description_found,2022-07-31 17:29:48,1,no_description_found,,
27424,"{'sinterklaas': 0.07, 'vlag_hijsen': 0.09, 'muziek_optreden': 0.1, 'speeltuin': 0.13, 'brand': 0.22}",brand,"['sinterklaas', 'vlag_hijsen', 'muziek_optreden', 'speeltuin', 'brand']",NL-HlmNHA_1478_35243K00_24,78957,48965,0,0,2022-07-31 11:51:33,21351,no_description_found,2022-07-31 17:28:41,1,no_description_found,,
27425,"{'sinterklaas': 0.07, 'vlag_hijsen': 0.09, 'muziek_optreden': 0.1, 'speeltuin': 0.13, 'brand': 0.22}",brand,"['sinterklaas', 'vlag_hijsen', 'muziek_optreden', 'speeltuin', 'brand']",NL-HlmNHA_1478_35243K00_24,78957,48965,0,0,2022-07-31 17:28:41,5933,no_description_found,2022-07-31 17:28:41,1,no_description_found,,
27432,"{'tentoonstelling': 0.02, 'muziek_optreden': 0.02, 'klaslokaal': 0.13, 'portret': 0.31, 'schaken_dammen': 0.39}",schaken_dammen,"['tentoonstelling', 'muziek_optreden', 'klaslokaal', 'portret', 'schaken_dammen']",NL-HlmNHA_1478_35436K00_34,78961,48969,0,0,2022-07-31 11:52:25,21351,no_description_found,2022-07-31 16:39:10,1,no_description_found,,
27433,"{'tentoonstelling': 0.02, 'muziek_optreden': 0.02, 'klaslokaal': 0.13, 'portret': 0.31, 'schaken_dammen': 0.39}",schaken_dammen,"['tentoonstelling', 'muziek_optreden', 'klaslokaal', 'portret', 'schaken_dammen']",NL-HlmNHA_1478_35436K00_34,78961,48969,0,0,2022-07-31 16:39:10,5933,no_description_found,2022-07-31 16:39:10,1,no_description_found,,
27436,"{'uitreiking_huldiging': 0.05, 'muziek_optreden': 0.08, 'vergaderruimte': 0.12, 'voetbal': 0.15, 'sport_overig': 0.39}",sport_overig,"['uitreiking_huldiging', 'muziek_optreden', 'vergaderruimte', 'voetbal', 'sport_overig']",NL-HlmNHA_1478_35493K00_33,82975,52983,0,0,2022-08-01 13:48:04,22143,voetbal,2022-08-05 11:29:02,13945,no_description_found,,
27437,"{'uitreiking_huldiging': 0.05, 'muziek_optreden': 0.08, 'vergaderruimte': 0.12, 'voetbal': 0.15, 'sport_overig': 0.39}",sport_overig,"['uitreiking_huldiging', 'muziek_optreden', 'vergaderruimte', 'voetbal', 'sport_overig']",NL-HlmNHA_1478_35493K00_33,82975,52983,0,0,2022-08-01 18:56:49,16668,volleybal,2022-08-05 11:29:02,13945,no_description_found,,
27456,"{'gebouw': 0.04, 'bus_truck': 0.06, 'portret': 0.06, 'sport_overig': 0.07, 'straat': 0.49}",straat,"['gebouw', 'bus_truck', 'portret', 'sport_overig', 'straat']",NL-HlmNHA_1478_35580K00_01,78970,48978,0,0,2022-07-31 11:54:52,21351,no_description_found,2022-08-04 16:06:26,21510,no_description_found,,
27457,"{'gebouw': 0.04, 'bus_truck': 0.06, 'portret': 0.06, 'sport_overig': 0.07, 'straat': 0.49}",straat,"['gebouw', 'bus_truck', 'portret', 'sport_overig', 'straat']",NL-HlmNHA_1478_35580K00_01,78970,48978,0,0,2022-07-31 17:48:09,5933,gebouw,2022-08-04 16:06:26,21510,no_description_found,,
27500,"{'fabriek': 0.03, 'keuken': 0.11, 'portret': 0.13, 'dieren_overig': 0.23, 'kunstwerk': 0.26}",kunstwerk,"['fabriek', 'keuken', 'portret', 'dieren_overig', 'kunstwerk']",NL-HlmNHA_1478_36040K00_28,78988,48996,0,0,2022-07-31 11:58:14,21351,no_description_found,2022-07-31 14:19:31,1,no_description_found,,
27501,"{'fabriek': 0.03, 'keuken': 0.11, 'portret': 0.13, 'dieren_overig': 0.23, 'kunstwerk': 0.26}",kunstwerk,"['fabriek', 'keuken', 'portret', 'dieren_overig', 'kunstwerk']",NL-HlmNHA_1478_36040K00_28,78988,48996,0,0,2022-07-31 14:19:31,16679,no_description_found,2022-07-31 14:19:31,1,no_description_found,,
27584,"{'keuken': 0.06, 'theater': 0.07, 'bibliotheek_boekwinkel': 0.11, 'klaslokaal': 0.17, 'markt': 0.19}",markt,"['keuken', 'theater', 'bibliotheek_boekwinkel', 'klaslokaal', 'markt']",NL-HlmNHA_1478_38176K00_14,82989,52997,1,0,2022-08-01 13:53:37,22143,markt,2022-08-05 11:30:05,13945,no_description_found,,
27585,"{'keuken': 0.06, 'theater': 0.07, 'bibliotheek_boekwinkel': 0.11, 'klaslokaal': 0.17, 'markt': 0.19}",markt,"['keuken', 'theater', 'bibliotheek_boekwinkel', 'klaslokaal', 'markt']",NL-HlmNHA_1478_38176K00_14,82989,52997,1,0,2022-08-02 11:03:34,21351,no_description_found,2022-08-05 11:30:05,13945,no_description_found,,
27680,"{'ziekenhuis': 0.05, 'fabriek': 0.06, 'sport_overig': 0.07, 'standbeeld': 0.16, 'kunstwerk': 0.31}",kunstwerk,"['ziekenhuis', 'fabriek', 'sport_overig', 'standbeeld', 'kunstwerk']",NL-HlmNHA_1478_40810K00_08,79053,49061,1,0,2022-07-31 19:25:20,22354,standbeeld,2022-08-04 17:16:13,21510,no_description_found,kleine tandenborstel gemaakt in Haarlem,21510.0
27681,"{'ziekenhuis': 0.05, 'fabriek': 0.06, 'sport_overig': 0.07, 'standbeeld': 0.16, 'kunstwerk': 0.31}",kunstwerk,"['ziekenhuis', 'fabriek', 'sport_overig', 'standbeeld', 'kunstwerk']",NL-HlmNHA_1478_40810K00_08,79053,49061,1,0,2022-07-31 20:57:47,15201,no_description_found,2022-08-04 17:16:13,21510,no_description_found,kleine tandenborstel gemaakt in Haarlem,21510.0
27732,"{'demonstratie': 0.06, 'straat': 0.07, 'theater': 0.08, 'fietsende_mensen': 0.1, 'markt': 0.13}",markt,"['demonstratie', 'straat', 'theater', 'fietsende_mensen', 'markt']",NL-HlmNHA_1478_41543K02_02,79076,49084,1,0,2022-07-31 22:36:36,15549,no_description_found,2022-08-04 17:31:42,13945,no_description_found,,
27733,"{'demonstratie': 0.06, 'straat': 0.07, 'theater': 0.08, 'fietsende_mensen': 0.1, 'markt': 0.13}",markt,"['demonstratie', 'straat', 'theater', 'fietsende_mensen', 'markt']",NL-HlmNHA_1478_41543K02_02,79076,49084,1,0,2022-08-01 10:00:22,22143,demonstratie,2022-08-04 17:31:42,13945,no_description_found,,
28166,"{'portret': 0.07, 'muziek_optreden': 0.07, 'gymnastiek': 0.09, 'strand': 0.1, 'paard': 0.13}",paard,"['portret', 'muziek_optreden', 'gymnastiek', 'strand', 'paard']",NL-HlmNHA_1478_49192K00_15,79247,49255,1,0,2022-08-01 14:21:06,22143,no_description_found,2022-08-02 11:06:21,1,no_description_found,,
28167,"{'portret': 0.07, 'muziek_optreden': 0.07, 'gymnastiek': 0.09, 'strand': 0.1, 'paard': 0.13}",paard,"['portret', 'muziek_optreden', 'gymnastiek', 'strand', 'paard']",NL-HlmNHA_1478_49192K00_15,79247,49255,1,0,2022-08-02 11:06:21,21351,no_description_found,2022-08-02 11:06:21,1,no_description_found,,
28224,"{'portret': 0.04, 'bloemen': 0.07, 'uitreiking_huldiging': 0.08, 'muziek_optreden': 0.1, 'fietsende_mensen': 0.42}",fietsende_mensen,"['portret', 'bloemen', 'uitreiking_huldiging', 'muziek_optreden', 'fietsende_mensen']",NL-HlmNHA_1478_51624K00_15,83455,53463,0,0,2022-08-04 20:08:11,10357,no_description_found,2022-08-04 22:59:41,1,no_description_found,,
28225,"{'portret': 0.04, 'bloemen': 0.07, 'uitreiking_huldiging': 0.08, 'muziek_optreden': 0.1, 'fietsende_mensen': 0.42}",fietsende_mensen,"['portret', 'bloemen', 'uitreiking_huldiging', 'muziek_optreden', 'fietsende_mensen']",NL-HlmNHA_1478_51624K00_15,83455,53463,0,0,2022-08-04 22:59:41,21385,no_description_found,2022-08-04 22:59:41,1,no_description_found,,
28564,"{'cafe': 0.07, 'etende_mensen': 0.07, 'speech': 0.08, 'muziek_optreden': 0.1, 'historisch_toneelstuk': 0.35000000000000003}",historisch_toneelstuk,"['cafe', 'etende_mensen', 'speech', 'muziek_optreden', 'historisch_toneelstuk']",NL-HlmNHA_1478_01746A03_03,83170,53178,0,0,2022-08-02 11:54:47,21351,no_description_found,2022-08-02 17:44:32,1,no_description_found,,
28565,"{'cafe': 0.07, 'etende_mensen': 0.07, 'speech': 0.08, 'muziek_optreden': 0.1, 'historisch_toneelstuk': 0.35000000000000003}",historisch_toneelstuk,"['cafe', 'etende_mensen', 'speech', 'muziek_optreden', 'historisch_toneelstuk']",NL-HlmNHA_1478_01746A03_03,83170,53178,0,0,2022-08-02 17:44:32,13945,no_description_found,2022-08-02 17:44:32,1,no_description_found,,
28604,"{'haven': 0.01, 'ziekenhuis': 0.02, 'bouwplaats': 0.03, 'mensen_op_een_boot': 0.04, 'fabriek': 0.79}",fabriek,"['haven', 'ziekenhuis', 'bouwplaats', 'mensen_op_een_boot', 'fabriek']",NL-HlmNHA_1478_02070A00_08,83189,53197,0,0,2022-08-02 11:59:00,21351,no_description_found,2022-08-02 20:14:38,1,no_description_found,,
28605,"{'haven': 0.01, 'ziekenhuis': 0.02, 'bouwplaats': 0.03, 'mensen_op_een_boot': 0.04, 'fabriek': 0.79}",fabriek,"['haven', 'ziekenhuis', 'bouwplaats', 'mensen_op_een_boot', 'fabriek']",NL-HlmNHA_1478_02070A00_08,83189,53197,0,0,2022-08-02 20:14:38,10357,no_description_found,2022-08-02 20:14:38,1,no_description_found,,
29028,"{'bibliotheek_boekwinkel': 0.01, 'plattegrond': 0.02, 'tentoonstelling': 0.11, 'borden_gevelsteen': 0.21, 'kunstwerk': 0.58}",kunstwerk,"['bibliotheek_boekwinkel', 'plattegrond', 'tentoonstelling', 'borden_gevelsteen', 'kunstwerk']",NL-HlmNHA_1478_06915K00_20,83394,53402,0,0,2022-08-04 16:56:40,21684,no_description_found,2022-08-05 16:48:27,13945,no_description_found,Herdenkingsfeest 650 jaar Vrije Markt Beverwijjk,10357.0
29029,"{'bibliotheek_boekwinkel': 0.01, 'plattegrond': 0.02, 'tentoonstelling': 0.11, 'borden_gevelsteen': 0.21, 'kunstwerk': 0.58}",kunstwerk,"['bibliotheek_boekwinkel', 'plattegrond', 'tentoonstelling', 'borden_gevelsteen', 'kunstwerk']",NL-HlmNHA_1478_06915K00_20,83394,53402,0,0,2022-08-04 20:00:21,10357,straat,2022-08-05 16:48:27,13945,no_description_found,Herdenkingsfeest 650 jaar Vrije Markt Beverwijjk,10357.0
30010,"{'straat': 0.05, 'muziek_optreden': 0.06, 'uitreiking_huldiging': 0.06, 'sport_overig': 0.07, 'dansende_mensen': 0.34}",dansende_mensen,"['straat', 'muziek_optreden', 'uitreiking_huldiging', 'sport_overig', 'dansende_mensen']",NL-HlmNHA_1478_16866K00_28,84403,54411,1,0,2022-08-18 18:14:41,13212,sport_overig,2022-08-19 17:52:26,13945,no_description_found,Verzorging blessure bij voetbal wedstrijd op de Grote Mart te Haarlem.,21510.0
30011,"{'straat': 0.05, 'muziek_optreden': 0.06, 'uitreiking_huldiging': 0.06, 'sport_overig': 0.07, 'dansende_mensen': 0.34}",dansende_mensen,"['straat', 'muziek_optreden', 'uitreiking_huldiging', 'sport_overig', 'dansende_mensen']",NL-HlmNHA_1478_16866K00_28,84403,54411,1,0,2022-08-18 19:36:48,21510,voetbal,2022-08-19 17:52:26,13945,no_description_found,Verzorging blessure bij voetbal wedstrijd op de Grote Mart te Haarlem.,21510.0
30132,"{'groepsportret': 0.04, 'geestelijken': 0.05, 'portret': 0.06, 'muziek_optreden': 0.16, 'uitreiking_huldiging': 0.34}",uitreiking_huldiging,"['groepsportret', 'geestelijken', 'portret', 'muziek_optreden', 'uitreiking_huldiging']",NL-HlmNHA_1478_18021K00_29,84462,54470,0,0,2022-08-18 19:18:17,16668,muziek_optreden,2022-08-19 17:56:52,13945,no_description_found,,
30133,"{'groepsportret': 0.04, 'geestelijken': 0.05, 'portret': 0.06, 'muziek_optreden': 0.16, 'uitreiking_huldiging': 0.34}",uitreiking_huldiging,"['groepsportret', 'geestelijken', 'portret', 'muziek_optreden', 'uitreiking_huldiging']",NL-HlmNHA_1478_18021K00_29,84462,54470,0,0,2022-08-18 19:52:50,21510,groepsportret,2022-08-19 17:56:52,13945,no_description_found,,
30184,"{'demonstratie': 0.02, 'fabriek': 0.03, 'bibliotheek_boekwinkel': 0.06, 'markt': 0.14, 'tentoonstelling': 0.44}",tentoonstelling,"['demonstratie', 'fabriek', 'bibliotheek_boekwinkel', 'markt', 'tentoonstelling']",NL-HlmNHA_1478_18333K00_27,84487,54495,0,0,2022-08-18 21:53:27,10357,no_description_found,2022-08-19 12:16:35,1,no_description_found,Banenmarkt KLM,10357.0
30185,"{'demonstratie': 0.02, 'fabriek': 0.03, 'bibliotheek_boekwinkel': 0.06, 'markt': 0.14, 'tentoonstelling': 0.44}",tentoonstelling,"['demonstratie', 'fabriek', 'bibliotheek_boekwinkel', 'markt', 'tentoonstelling']",NL-HlmNHA_1478_18333K00_27,84487,54495,0,0,2022-08-19 12:16:35,13216,no_description_found,2022-08-19 12:16:35,1,no_description_found,Banenmarkt KLM,10357.0
30380,"{'tentoonstelling': 0.06, 'fabriek': 0.06, 'theater': 0.08, 'bouwplaats': 0.12, 'portret': 0.16}",portret,"['tentoonstelling', 'fabriek', 'theater', 'bouwplaats', 'portret']",NL-HlmNHA_1478_20192K00_18,84580,54588,0,0,2022-08-18 22:44:52,10357,no_description_found,2022-08-19 17:46:14,1,no_description_found,,
30381,"{'tentoonstelling': 0.06, 'fabriek': 0.06, 'theater': 0.08, 'bouwplaats': 0.12, 'portret': 0.16}",portret,"['tentoonstelling', 'fabriek', 'theater', 'bouwplaats', 'portret']",NL-HlmNHA_1478_20192K00_18,84580,54588,0,0,2022-08-19 17:46:14,13216,no_description_found,2022-08-19 17:46:14,1,no_description_found,,
